"","x"
"467","chr1-202236038-202236907"
"468","chr1-202236945-202237731"
"469","chr1-202295349-202296438"
"470","chr1-202315200-202316402"
"471","chr1-202318160-202319179"
"472","chr1-202339535-202340487"
"473","chr1-202341565-202342452"
"474","chr1-202343567-202344470"
"475","chr1-202348220-202349115"
"476","chr1-202379923-202380898"
"477","chr1-202438786-202439951"
"478","chr1-202692721-202693618"
"479","chr1-202709842-202710664"
"480","chr1-202719178-202720202"
"481","chr1-202807590-202808410"
"482","chr1-202810484-202811332"
"483","chr1-202852016-202853040"
"484","chr1-202861053-202861836"
"485","chr1-202888525-202889464"
"486","chr1-204430998-204431984"
"487","chr1-204446093-204446949"
"488","chr1-204452860-204453774"
"489","chr1-204461284-204462192"
"490","chr1-204469175-204469872"
"491","chr1-204494296-204495049"
"492","chr1-204502896-204503789"
"493","chr1-204506619-204507334"
"494","chr1-204513104-204513995"
"495","chr1-204515994-204516841"
"496","chr1-204517055-204517753"
"497","chr1-204520945-204521835"
"498","chr1-204529038-204530157"
"499","chr1-204544107-204545015"
"500","chr1-204545751-204546598"
"501","chr1-204564367-204565141"
"502","chr1-204565541-204566418"
"503","chr1-204578919-204579756"
"504","chr1-204584595-204585582"
"505","chr1-204638444-204639510"
"506","chr1-205679902-205680721"
"507","chr1-205701122-205701866"
"508","chr1-205710920-205711775"
"509","chr1-205749218-205749987"
"510","chr1-205750108-205750691"
"511","chr1-205774855-205775745"
"512","chr1-205791300-205792210"
"513","chr1-205812757-205813662"
"514","chr1-205849723-205850600"
"515","chr1-206544510-206545429"
"516","chr1-206551671-206552572"
"517","chr1-206556732-206557606"
"518","chr1-206562728-206563628"
"519","chr1-206568299-206569199"
"520","chr1-206574998-206575891"
"521","chr1-206577949-206578852"
"522","chr1-206579668-206580585"
"523","chr1-206581441-206582346"
"524","chr1-206583361-206584205"
"525","chr1-206589823-206590715"
"526","chr1-206607816-206608730"
"527","chr1-206612065-206612962"
"528","chr1-206635073-206635951"
"529","chr1-206658160-206659084"
"530","chr1-206663841-206664730"
"531","chr1-206684480-206685343"
"532","chr1-206685742-206686417"
"533","chr1-206703409-206704263"
"534","chr1-206706214-206707163"
"535","chr1-206712771-206713561"
"536","chr1-206714362-206715185"
"537","chr1-206715678-206716479"
"538","chr1-206717184-206718001"
"539","chr1-206725273-206725934"
"540","chr1-206726058-206726818"
"541","chr1-206734274-206735191"
"542","chr1-206736880-206737725"
"543","chr1-206739244-206740093"
"544","chr1-206742442-206743295"
"545","chr1-206745094-206745822"
"546","chr1-206757604-206758560"
"547","chr1-206766085-206766969"
"548","chr1-206769067-206769913"
"549","chr1-207321048-207321962"
"550","chr1-207335578-207336426"
"551","chr1-207336635-207337572"
"552","chr1-207346011-207346994"
"553","chr1-207363102-207363921"
"554","chr1-207400942-207401853"
"555","chr1-207404791-207405646"
"556","chr1-207420829-207421655"
"557","chr1-207453984-207454855"
"558","chr1-207458748-207459584"
"559","chr1-207470650-207471622"
"560","chr1-207495820-207496834"
"561","chr1-207499248-207500069"
"562","chr1-207579159-207580082"
"563","chr1-207612544-207613478"
"564","chr1-207619986-207620896"
"565","chr1-207644611-207645495"
"566","chr1-21022076-21022940"
"567","chr1-210292075-210293085"
"568","chr1-210310881-210311779"
"569","chr1-210328611-210329507"
"570","chr1-210332244-210332962"
"571","chr1-21034713-21035527"
"572","chr1-21035653-21036361"
"573","chr1-210374023-210374921"
"574","chr1-210393193-210394098"
"575","chr1-210399254-210400141"
"576","chr1-210400332-210401182"
"577","chr1-210445963-210447106"
"578","chr1-211698258-211699141"
"579","chr1-211738463-211739277"
"580","chr1-211739721-211740717"
"581","chr1-21176490-21177325"
"582","chr1-211830193-211831076"
"583","chr1-211874258-211875216"
"584","chr1-21194917-21195855"
"585","chr1-21216654-21217497"
"586","chr1-21217751-21218654"
"587","chr1-21231737-21232598"
"588","chr1-21244649-21245509"
"589","chr1-21254837-21255848"
"590","chr1-21258059-21258949"
"591","chr1-212629814-212630728"
"592","chr1-212636449-212637341"
"593","chr1-212665004-212665897"
"594","chr1-212671164-212672233"
"595","chr1-212678207-212679064"
"596","chr1-212699375-212700188"
"597","chr1-21269940-21270845"
"598","chr1-212704058-212704873"
"599","chr1-212721299-212722088"
"600","chr1-212749731-212750680"
"601","chr1-212759803-212761024"
"602","chr1-212782254-212783120"
"603","chr1-212791365-212792271"
"604","chr1-212794320-212795226"
"605","chr1-212857802-212858711"
"606","chr1-217630738-217631661"
"607","chr1-218284750-218285679"
"608","chr1-218345533-218346388"
"609","chr1-218351014-218352209"
"610","chr1-218377024-218377914"
"611","chr1-219173470-219174366"
"612","chr1-224050498-224051429"
"613","chr1-22407560-22408531"
"614","chr1-224113742-224114573"
"615","chr1-224115871-224116773"
"616","chr1-22416319-22417204"
"617","chr1-224168655-224169632"
"618","chr1-224170485-224171353"
"619","chr1-224182803-224183661"
"620","chr1-224204630-224205292"
"621","chr1-224205405-224206052"
"622","chr1-224245016-224245922"
"623","chr1-22451486-22452366"
"624","chr1-227481187-227482174"
"625","chr1-227518581-227519564"
"626","chr1-227521631-227522607"
"627","chr1-227542244-227543110"
"628","chr1-227547489-227548578"
"629","chr1-227563217-227564127"
"630","chr1-227571970-227572903"
"631","chr1-227692723-227693653"
"632","chr1-227728039-227728941"
"633","chr1-227734949-227735869"
"634","chr1-228022465-228023443"
"635","chr1-228059132-228060015"
"636","chr1-228082143-228083048"
"637","chr1-228101785-228102496"
"638","chr1-228102915-228103815"
"639","chr1-228108966-228109858"
"640","chr1-228130690-228131582"
"641","chr1-228139670-228140562"
"642","chr1-228165450-228166245"
"643","chr1-228173761-228174261"
"644","chr1-228174359-228174847"
"645","chr1-228185313-228186340"
"646","chr1-228205316-228206410"
"647","chr1-229482684-229483832"
"648","chr1-229507908-229508803"
"649","chr1-229514143-229515293"
"650","chr1-229542061-229543035"
"651","chr1-229547087-229547772"
"652","chr1-229558452-229559370"
"653","chr1-229625514-229626515"
"654","chr1-229660848-229662129"
"655","chr1-229663554-229664753"
"656","chr1-229673728-229674613"
"657","chr1-229714760-229715619"
"658","chr1-230066608-230067525"
"659","chr1-230083997-230085007"
"660","chr1-230094787-230095458"
"661","chr1-230095482-230096315"
"662","chr1-230104465-230105380"
"663","chr1-230109647-230110488"
"664","chr1-230120739-230121521"
"665","chr1-230167242-230168282"
"666","chr1-230208369-230209370"
"667","chr1-230642025-230642924"
"668","chr1-230753373-230754408"
"669","chr1-231861153-231862075"
"670","chr1-23484068-23484950"
"671","chr1-23496862-23497764"
"672","chr1-23524559-23525458"
"673","chr1-23527941-23528836"
"674","chr1-23530925-23531782"
"675","chr1-23539503-23540418"
"676","chr1-23544452-23545348"
"677","chr1-23554527-23555426"
"678","chr1-23557874-23558524"
"679","chr1-23559111-23560010"
"680","chr1-23562014-23562841"
"681","chr1-23567766-23568656"
"682","chr1-23600837-23601670"
"683","chr1-23602061-23602826"
"684","chr1-23606956-23607845"
"685","chr1-23612959-23613878"
"686","chr1-23619257-23620168"
"687","chr1-23624040-23624991"
"688","chr1-23627047-23627624"
"689","chr1-23627731-23628191"
"690","chr1-23634684-23635587"
"691","chr1-23637165-23638034"
"692","chr1-23657340-23658205"
"693","chr1-2381479-2382369"
"694","chr1-2391241-2392163"
"695","chr1-2412194-2413107"
"696","chr1-2414105-2415017"
"697","chr1-241529876-241530643"
"698","chr1-241531197-241532018"
"699","chr1-241551615-241552596"
"700","chr1-2415862-2416566"
"701","chr1-241610860-241611731"
"702","chr1-241627260-241628220"
"703","chr1-241639949-241640841"
"704","chr1-241676918-241677839"
"705","chr1-243179481-243180391"
"706","chr1-243254609-243255480"
"707","chr1-243255617-243256402"
"708","chr1-243979099-243980041"
"709","chr1-244009806-244010738"
"710","chr1-244027415-244028265"
"711","chr1-244047866-244048766"
"712","chr1-244074505-244075456"
"713","chr1-244095851-244097090"
"714","chr1-244099267-244100378"
"715","chr1-244127727-244128510"
"716","chr1-244148232-244149193"
"717","chr1-2467032-2467783"
"718","chr1-2467907-2468667"
"719","chr1-25148398-25149225"
"720","chr1-25167095-25168378"
"721","chr1-25204472-25205326"
"722","chr1-25232005-25232922"
"723","chr1-2523547-2524461"
"724","chr1-25239486-25240404"
"725","chr1-25247101-25247976"
"726","chr1-2525988-2526848"
"727","chr1-25266242-25266947"
"728","chr1-25267543-25268447"
"729","chr1-25329754-25330658"
"730","chr1-2545860-2546682"
"731","chr1-2546811-2547565"
"732","chr1-2548397-2549252"
"733","chr1-2555552-2556135"
"734","chr1-2556241-2556728"
"735","chr1-2578028-2578902"
"736","chr1-27632305-27633205"
"737","chr1-27633939-27634813"
"738","chr1-27643612-27644513"
"739","chr1-27659543-27660431"
"740","chr1-27662794-27663642"
"741","chr1-27668938-27669852"
"742","chr1-27671845-27672756"
"743","chr1-27719159-27720070"
"744","chr1-27725378-27726283"
"745","chr1-27772672-27773568"
"746","chr1-27830393-27831257"
"747","chr1-27857800-27858701"
"748","chr1-27868768-27869684"
"749","chr1-27872074-27872949"
"750","chr1-27874903-27875775"
"751","chr1-27886931-27887814"
"752","chr1-27888102-27888793"
"753","chr1-28536045-28536983"
"754","chr1-28552517-28553427"
"755","chr1-28581462-28582324"
"756","chr1-28582942-28583517"
"757","chr1-28591930-28592862"
"758","chr1-28598304-28599370"
"759","chr1-28640573-28641384"
"760","chr1-28642695-28643599"
"761","chr1-28648034-28648933"
"762","chr1-28668446-28669359"
"763","chr1-28669909-28670463"
"764","chr1-28736424-28737328"
"765","chr1-28774935-28775844"
"766","chr1-32107678-32108523"
"767","chr1-32179414-32180322"
"768","chr1-32187485-32188388"
"769","chr1-32200116-32200766"
"770","chr1-32200996-32201836"
"771","chr1-32205183-32206079"
"772","chr1-32215352-32216253"
"773","chr1-32221824-32222737"
"774","chr1-32240191-32241003"
"775","chr1-32241136-32241794"
"776","chr1-32247995-32248876"
"777","chr1-32249678-32250590"
"778","chr1-32251104-32251795"
"779","chr1-32253422-32254275"
"780","chr1-32255273-32256125"
"781","chr1-32256595-32257508"
"782","chr1-32258337-32259299"
"783","chr1-32263452-32264411"
"784","chr1-32266941-32267556"
"785","chr1-32272340-32273098"
"786","chr1-32273542-32274432"
"787","chr1-32291579-32292472"
"788","chr1-32702629-32703387"
"789","chr1-32711931-32712836"
"790","chr1-32724838-32725724"
"791","chr1-32731178-32732047"
"792","chr1-32736863-32737793"
"793","chr1-32741437-32742269"
"794","chr1-32753622-32754452"
"795","chr1-32772743-32773778"
"796","chr1-32786728-32787457"
"797","chr1-32798766-32799649"
"798","chr1-32800919-32801836"
"799","chr1-32817048-32817949"
"800","chr1-32870447-32871220"
"801","chr1-32872365-32873257"
"802","chr1-32876125-32877297"
"803","chr1-32886200-32887037"
"804","chr1-32892720-32893583"
"805","chr1-32900957-32901927"
"806","chr1-34903910-34905370"
"807","chr1-34924695-34925569"
"808","chr1-34929152-34930066"
"809","chr1-34984859-34985759"
"810","chr1-35031397-35032327"
"811","chr1-35079021-35079942"
"812","chr1-35115301-35116422"
"813","chr1-35120524-35121430"
"814","chr1-35191635-35192415"
"815","chr1-35192804-35193687"
"816","chr1-35201826-35202729"
"817","chr1-35268366-35269219"
"818","chr1-35286185-35286993"
"819","chr1-35298224-35299107"
"820","chr1-35429213-35430075"
"821","chr1-35450779-35451683"
"822","chr1-35457410-35458297"
"823","chr1-35461737-35462682"
"824","chr1-35499434-35500312"
"825","chr1-35505823-35506662"
"826","chr1-35538715-35539503"
"827","chr1-35544748-35545660"
"828","chr1-35557241-35558119"
"829","chr1-35564324-35565213"
"830","chr1-35568643-35569544"
"831","chr1-35573147-35574001"
"832","chr1-35577339-35578220"
"833","chr1-35637119-35637989"
"834","chr1-35641106-35642008"
"835","chr1-3564940-3565835"
"836","chr1-35715207-35716109"
"837","chr1-35718485-35719399"
"838","chr1-35726197-35727488"
"839","chr1-35769578-35770324"
"840","chr1-35774308-35775297"
"841","chr1-35779342-35780320"
"842","chr1-35804165-35805179"
"843","chr1-35807747-35808634"
"844","chr1-35810802-35811706"
"845","chr1-35882706-35883578"
"846","chr1-35883849-35884469"
"847","chr1-35930687-35931581"
"848","chr1-35942537-35943438"
"849","chr1-35944443-35945241"
"850","chr1-36083800-36084635"
"851","chr1-36088444-36089339"
"852","chr1-36099417-36100340"
"853","chr1-3611192-3612102"
"854","chr1-3618779-3619690"
"855","chr1-3624499-3625387"
"856","chr1-3630962-3631973"
"857","chr1-3640272-3641101"
"858","chr1-3649621-3650512"
"859","chr1-3652106-3652955"
"860","chr1-3657644-3658519"
"861","chr1-3668784-3669507"
"862","chr1-3676620-3677600"
"863","chr1-3724059-3724958"
"864","chr1-38817871-38818777"
"865","chr1-38834913-38835783"
"866","chr1-38859367-38860258"
"867","chr1-38872958-38873854"
"868","chr1-38891479-38892393"
"869","chr1-38964024-38964800"
"870","chr1-40077983-40079182"
"871","chr1-40084470-40085370"
"872","chr1-40096826-40097724"
"873","chr1-40132668-40133609"
"874","chr1-40143705-40144623"
