"","x"
"108","chr1-185170152-185170814"
"109","chr1-1857062-1857739"
"110","chr1-1858478-1859333"
"111","chr1-1860579-1862315"
"112","chr1-1864234-1865133"
"113","chr1-1865806-1866265"
"114","chr1-1869208-1870298"
"115","chr1-1872390-1873608"
"116","chr1-1874294-1875320"
"117","chr1-1875912-1876175"
"118","chr1-1878137-1878624"
"119","chr1-1879857-1882229"
"120","chr1-1883027-1884216"
"121","chr1-1886087-1896354"
"122","chr1-1898823-1900099"
"123","chr1-1901439-1902268"
"124","chr1-1905851-1911844"
"125","chr1-1924659-1925377"
"126","chr1-1943889-1944378"
"127","chr1-1960000-1960433"
"128","chr1-198088357-198088737"
"129","chr1-198101723-198103019"
"130","chr1-198155903-198159887"
"131","chr1-198162045-198162927"
"132","chr1-198163546-198164778"
"133","chr1-198165542-198168648"
"134","chr1-198171724-198173238"
"135","chr1-198174059-198175000"
"136","chr1-198175569-198176689"
"137","chr1-198179300-198180081"
"138","chr1-198185617-198186124"
"139","chr1-198187769-198188759"
"140","chr1-198242340-198242711"
"141","chr1-1996085-1996674"
"142","chr1-200153193-200154783"
"143","chr1-200226243-200226801"
"144","chr1-200279874-200280138"
"145","chr1-200301391-200303099"
"146","chr1-200306785-200307878"
"147","chr1-200337395-200338240"
"148","chr1-200351525-200354908"
"149","chr1-200405200-200405685"
"150","chr1-200408742-200411048"
"151","chr1-200437614-200438283"
"152","chr1-200668795-200670971"
"153","chr1-200737957-200740576"
"154","chr1-200802837-200803346"
"155","chr1-200862152-200863789"
"156","chr1-200866512-200867091"
"157","chr1-200869545-200870627"
"158","chr1-200872681-200874319"
"159","chr1-200877809-200878528"
"160","chr1-200887501-200888930"
"161","chr1-200889555-200889877"
"162","chr1-200890775-200892177"
"163","chr1-200905654-200906211"
"164","chr1-2019097-2019931"
"165","chr1-2025633-2026116"
"166","chr1-2043518-2045607"
"167","chr1-2046415-2046874"
"168","chr1-2049292-2052006"
"169","chr1-2091569-2092051"
"170","chr1-2115117-2115557"
"171","chr1-2126200-2128398"
"172","chr1-2132143-2136521"
"173","chr1-2137240-2137896"
"174","chr1-2139497-2140523"
"175","chr1-2142545-2143351"
"176","chr1-2143897-2145315"
"177","chr1-2148366-2153679"
"178","chr1-2162893-2163612"
"179","chr1-2173907-2174932"
"180","chr1-2187674-2192185"
"181","chr1-2192803-2202429"
"182","chr1-2203038-2211269"
"183","chr1-2212019-2217115"
"184","chr1-2223991-2243905"
"185","chr1-227727917-227730963"
"186","chr1-227731787-227732039"
"187","chr1-227733336-227736523"
"188","chr1-227762026-227763942"
"189","chr1-227765134-227767319"
"190","chr1-227773561-227775088"
"191","chr1-227785417-227790254"
"192","chr1-227790981-227791217"
"193","chr1-227794542-227795114"
"194","chr1-227816935-227817421"
"195","chr1-227849250-227849674"
"196","chr1-231315780-231316205"
"197","chr1-231335013-231339668"
"198","chr1-231357731-231358456"
"199","chr1-231376955-231377136"
"200","chr1-231419856-231423107"
"201","chr1-231460482-231461204"
"202","chr1-231515513-231516424"
"203","chr1-241531095-241534214"
"204","chr1-241550964-241552881"
"205","chr1-241610947-241611617"
"206","chr1-241627413-241628570"
"207","chr1-241631742-241632072"
"208","chr1-241637457-241638451"
"209","chr1-241639098-241641651"
"210","chr1-241677016-241677893"
"211","chr1-241706780-241707311"
"212","chr1-241717326-241717611"
"213","chr1-26799468-26801233"
"214","chr1-26809816-26810813"
"215","chr1-26814379-26814612"
"216","chr1-26820403-26821679"
"217","chr1-26825665-26830606"
"218","chr1-26831503-26834484"
"219","chr1-26838586-26840054"
"220","chr1-26852794-26853972"
"221","chr1-26862644-26866467"
"222","chr1-26877718-26878603"
"223","chr1-26886939-26887565"
"224","chr1-26888928-26891335"
"225","chr1-26899327-26901534"
"226","chr1-26920464-26923387"
"227","chr1-26932254-26933188"
"228","chr1-26959519-26961070"
"229","chr1-26966859-26967337"
"230","chr1-26991141-26992002"
"231","chr1-26992515-26995248"
"232","chr1-28576772-28583438"
"233","chr1-28591661-28593180"
"234","chr1-28602828-28603221"
"235","chr1-28635153-28635604"
"236","chr1-28640739-28644748"
"237","chr1-28647228-28650288"
"238","chr1-28652268-28652751"
"239","chr1-28653889-28654190"
"240","chr1-28667767-28670654"
"241","chr1-28714853-28715571"
"242","chr1-28736108-28738328"
"243","chr1-28746282-28746546"
"244","chr1-28748189-28750031"
"245","chr1-28774760-28776053"
"246","chr1-28779841-28780427"
"247","chr1-39788017-39789970"
"248","chr1-39798475-39800267"
"249","chr1-39803911-39804487"
"250","chr1-39816184-39818771"
"251","chr1-39819476-39819754"
"252","chr1-39842405-39843914"
"253","chr1-39845172-39846698"
"254","chr1-39864576-39864928"
"255","chr1-39882719-39884164"
"256","chr1-39890015-39891149"
"257","chr1-39900600-39903500"
"258","chr1-39919218-39920108"
"259","chr1-39925548-39926887"
"260","chr1-39933729-39935155"
"261","chr1-39936335-39937724"
"262","chr1-39940138-39941414"
"263","chr1-39953708-39956499"
"264","chr1-39958496-39959024"
"265","chr1-39959808-39961331"
"266","chr1-39964948-39965485"
"267","chr1-39973310-39973940"
"268","chr1-40977424-40977830"
"269","chr1-40978699-40981714"
"270","chr1-41003097-41004524"
"271","chr1-41013809-41015334"
"272","chr1-41240162-41243022"
"273","chr1-41573876-41574709"
"274","chr1-41639457-41640535"
"275","chr1-41641330-41641871"
"276","chr1-41650115-41650586"
"277","chr1-41656122-41656494"
"278","chr1-41658228-41658910"
"279","chr1-41660817-41665945"
"280","chr1-41666859-41667763"
"281","chr1-41672080-41674784"
"282","chr1-41678309-41680034"
"283","chr1-41682278-41684690"
"284","chr1-41715210-41716458"
"285","chr1-41720817-41721458"
"286","chr1-41726352-41731276"
"287","chr1-41737911-41741751"
"288","chr1-41749895-41752957"
"289","chr1-41753795-41754875"
"290","chr1-41764518-41767234"
"291","chr1-41776746-41777252"
"292","chr1-41791699-41792832"
"293","chr1-41799741-41800955"
"294","chr1-41802407-41804625"
"295","chr1-41805916-41807544"
"296","chr1-41809656-41812415"
"297","chr1-41868299-41868927"
"298","chr1-41888500-41889166"
"299","chr1-41890735-41893368"
"300","chr1-41894790-41895230"
"301","chr1-41897848-41898895"
"302","chr1-41902672-41902997"
"303","chr1-41914476-41914991"
"304","chr1-41915767-41918563"
"305","chr1-41919365-41920811"
"306","chr1-42014070-42014266"
"307","chr1-42455300-42457692"
"308","chr1-42461456-42461787"
"309","chr1-42462379-42464254"
"310","chr1-42529591-42530247"
"311","chr1-42577895-42578312"
"312","chr1-42657187-42659229"
"313","chr1-53837108-53839344"
"314","chr1-53860824-53861318"
"315","chr1-53889081-53890891"
"316","chr1-53944601-53947274"
"317","chr1-53949022-53949423"
"318","chr1-53959600-53960093"
"319","chr1-53981983-53982781"
"320","chr1-53986426-53986844"
"321","chr1-70219717-70222355"
"322","chr1-70227449-70227905"
"323","chr1-70353415-70356587"
"324","chr1-70410185-70413124"
"325","chr1-77126230-77126626"
"326","chr1-77148203-77148615"
"327","chr1-77218646-77220059"
"328","chr1-77266945-77267509"
"329","chr1-77279844-77283411"
"330","chr1-77303407-77303851"
"331","chr1-77308737-77309658"
"332","chr1-77312130-77314107"
"333","chr1-88873681-88874667"
"334","chr1-88877382-88879875"
"335","chr1-88880549-88881436"
"336","chr1-88882150-88882372"
"337","chr1-88885193-88885423"
"338","chr1-88888532-88893353"
"339","chr1-88935974-88936291"
"340","chr1-88973494-88973958"
"341","chr1-88983508-88985497"
"342","chr1-88991208-88994514"
"343","chr1-88998604-88999513"
"344","chr1-89001698-89002707"
"345","chr1-89020003-89020413"
"346","chr1-89021322-89023466"
"347","chr1-89028972-89029468"
"348","chr1-89033887-89034491"
"349","chr1-89049725-89050966"
"350","chr1-89062948-89063279"
"351","chr1-89063905-89066010"
"352","chr1-89069718-89070874"
"353","chr1-89071711-89072089"
"354","chr1-89085732-89086232"
"355","chr1-89451157-89451266"
"356","chr1-89454913-89455594"
"357","chr1-89460230-89460777"
"358","chr1-89464077-89464392"
"359","chr1-89465353-89466942"
"360","chr1-89483184-89483707"
"361","chr1-89488023-89488448"
"362","chr1-89488952-89489868"
"363","chr1-89519528-89520251"
"364","chr1-89523429-89526763"
"365","chr1-89537983-89538809"
"366","chr1-89545306-89546015"
"367","chr1-89552209-89553584"
"368","chr1-89554512-89556023"
"369","chr1-89556610-89558560"
"370","chr1-89592685-89593393"
"371","chr1-89594994-89595089"
"372","chr1-89598799-89599644"
"373","chr1-89600950-89601167"
"374","chr1-89602949-89604834"
"375","chr1-89605612-89612338"
"376","chr1-89615878-89616365"
"377","chr1-89620554-89621187"
"378","chr1-89622851-89623334"
"379","chr1-89626725-89627358"
"380","chr1-89629186-89634775"
"381","chr1-89635293-89636776"
"382","chr1-89641807-89642187"
"383","chr1-89652477-89653106"
"384","chr1-89655446-89655868"
"385","chr1-89657358-89658675"
"386","chr1-89659214-89660601"
"387","chr1-89666993-89668084"
"388","chr1-9455740-9456219"
"389","chr1-94883521-94884100"
"390","chr1-9490624-9491484"
"391","chr1-94925429-94927910"
"392","chr1-9494835-9495889"
"393","chr1-94962554-94963586"
"394","chr1-95043177-95043871"
"395","chr1-95072052-95073861"
"396","chr1-95084560-95084968"
"397","chr1-95116645-95118168"
"398","chr1-9526080-9526960"
"399","chr1-9529049-9529740"
"400","chr1-9538215-9541397"
"401","chr1-9542021-9543087"
"402","chr1-9546592-9547086"
"403","chr1-9557611-9560447"
"404","chr1-9560948-9562172"
"405","chr1-9573718-9574063"
"406","chr1-9588125-9594544"
"407","chr1-9601787-9602389"
"408","chr1-9615351-9616179"
"409","chr1-9625717-9631757"
"410","chr1-9633450-9633957"
"411","chr1-9638496-9639849"
"412","chr1-9643544-9645869"
"413","chr1-9648077-9649883"
"414","chr1-9650933-9656202"
"415","chr10-119075577-119082870"
"416","chr10-119085363-119085751"
"417","chr10-119087079-119087922"
"418","chr10-119089644-119093018"
"419","chr10-119095678-119096113"
"420","chr10-119100629-119101221"
"421","chr10-119103021-119105155"
"422","chr10-119113851-119114714"
"423","chr10-119120143-119120935"
"424","chr10-119129885-119134514"
"425","chr10-119135040-119136445"
"426","chr10-119138632-119140113"
"427","chr10-119164390-119167078"
"428","chr10-119177772-119179700"
"429","chr10-119189822-119190282"
"430","chr10-119191291-119191760"
"431","chr10-119198001-119199837"
"432","chr10-119205871-119210120"
"433","chr10-119211535-119214537"
"434","chr10-119237854-119238304"
"435","chr10-12041423-12044707"
"436","chr10-12051186-12051750"
"437","chr10-12053230-12054734"
"438","chr10-12067997-12070027"
"439","chr10-12112529-12113476"
"440","chr10-12122393-12123177"
"441","chr10-12128132-12130805"
"442","chr10-12181028-12181992"
"443","chr10-12194628-12196893"
"444","chr10-12214599-12215482"
"445","chr10-12241734-12244676"
"446","chr10-12252834-12253331"
"447","chr10-12262528-12266420"
"448","chr10-12333213-12334339"
"449","chr10-12347327-12351867"
"450","chr10-12353394-12354212"
"451","chr10-12358939-12359685"
"452","chr10-12365802-12366727"
"453","chr10-12448313-12449667"
"454","chr10-12485036-12485740"
"455","chr10-124992510-124992841"
"456","chr10-12500835-12501008"
"457","chr10-125158480-125162166"
"458","chr10-12547189-12548198"
"459","chr10-12588343-12588985"
"460","chr10-12594066-12595146"
"461","chr10-12605199-12606783"
"462","chr10-12634868-12635587"
"463","chr10-12656493-12656913"
"464","chr10-12711032-12711506"
"465","chr10-16520844-16521680"
"466","chr10-16777399-16777825"
"467","chr10-16779408-16779922"
"468","chr10-16787123-16788590"
"469","chr10-16891288-16891855"
"470","chr10-16966742-16967561"
"471","chr10-16995856-16996644"
"472","chr10-17001808-17004010"
"473","chr10-17006485-17008231"
"474","chr10-17022685-17027565"
"475","chr10-17028482-17030374"
"476","chr10-17031875-17034293"
"477","chr10-21724618-21725550"
"478","chr10-21727755-21728000"
"479","chr10-21732155-21732564"
"480","chr10-21737108-21737508"
"481","chr10-21740745-21741512"
"482","chr10-21746063-21746546"
"483","chr10-21764707-21765288"
"484","chr10-21797855-21798464"
"485","chr10-21889038-21889286"
"486","chr10-21953562-21954587"
"487","chr10-27099370-27102268"
"488","chr10-27104873-27105544"
"489","chr10-27147582-27147870"
"490","chr10-27149658-27151564"
"491","chr10-27152491-27157451"
"492","chr10-27223841-27224351"
"493","chr10-27224906-27226454"
"494","chr10-27239598-27244038"
"495","chr10-27251855-27253689"
"496","chr10-27257004-27259789"
"497","chr10-27285074-27285456"
"498","chr10-69123080-69125716"
"499","chr10-69146825-69147078"
"500","chr10-69179061-69181675"
"501","chr10-69182815-69182970"
"502","chr10-69203805-69204695"
"503","chr10-69214625-69215904"
"504","chr10-69221805-69223201"
"505","chr10-69225076-69225637"
"506","chr10-69228605-69230006"
"507","chr10-69232343-69233469"
"508","chr10-69237476-69238207"
"509","chr10-69317156-69321493"
"510","chr10-69327128-69328876"
"511","chr10-72624927-72626804"
"512","chr10-72637310-72637893"
"513","chr10-72676431-72676807"
"514","chr10-72691441-72693731"
"515","chr10-72694487-72695620"
"516","chr10-72801447-72801835"
"517","chr10-72834175-72834653"
"518","chr10-7786364-7789273"
"519","chr10-7817644-7819639"
"520","chr10-7871997-7872398"
"521","chr10-8033844-8038379"
"522","chr10-8039016-8040162"
"523","chr10-8041366-8062418"
"524","chr10-86688247-86689028"
"525","chr10-86693801-86694145"
"526","chr10-86709728-86712712"
"527","chr10-86755508-86757858"
"528","chr10-92747188-92748295"
"529","chr10-92755967-92758168"
"530","chr10-92822958-92823325"
"531","chr10-92830545-92831548"
"532","chr10-92839096-92839527"
"533","chr10-92843025-92843519"
"534","chr10-92845697-92846691"
"535","chr10-92847206-92849927"
"536","chr10-92880271-92880675"
"537","chr10-92901613-92902477"
"538","chr10-92914481-92914850"
"539","chr10-93893493-93895043"
"540","chr10-93907275-93907364"
"541","chr10-95430334-95430760"
"542","chr10-95560239-95562772"
"543","chr10-95601156-95601500"
"544","chr10-95655571-95657589"
"545","chr10-97196051-97196981"
"546","chr10-97210500-97210880"
"547","chr10-97278437-97279771"
"548","chr10-97291672-97293560"
"549","chr10-97307422-97309425"
"550","chr10-97311290-97311701"
"551","chr10-97314194-97315670"
"552","chr10-97316739-97328632"
"553","chr10-97329568-97336635"
"554","chr10-97353800-97354799"
"555","chr10-97355351-97367544"
"556","chr10-97368556-97375448"
"557","chr10-97376057-97403290"
"558","chr10-97405521-97409687"
"559","chr10-97411246-97411780"
"560","chr10-97412739-97415450"
"561","chr10-97416350-97417017"
"562","chr10-97418105-97422197"
"563","chr10-97422750-97429347"
"564","chr10-97445200-97447115"
"565","chr10-97451414-97452153"
"566","chr10-97453776-97454635"
"567","chr10-97463532-97464239"
"568","chr10-97494780-97495676"
"569","chr10-97497448-97500536"
"570","chr10-97506189-97506720"
"571","chr11-118906756-118931379"
"572","chr11-118935343-118935922"
"573","chr11-118939675-118941155"
"574","chr11-118943412-118943884"
"575","chr11-118955985-118957357"
"576","chr11-118979418-118980817"
"577","chr11-118996532-118999095"
"578","chr11-119014139-119020863"
"579","chr11-119024532-119031955"
"580","chr11-119039779-119040375"
"581","chr11-119044644-119044902"
"582","chr11-119050969-119052291"
"583","chr11-119055301-119058584"
"584","chr11-119065211-119068773"
"585","chr11-119082962-119086134"
"586","chr11-119087158-119088077"
"587","chr11-119089509-119089702"
"588","chr11-119090377-119090913"
"589","chr11-119092211-119096395"
"590","chr11-119100064-119103365"
"591","chr11-119105548-119110161"
"592","chr11-119110952-119111161"
"593","chr11-119112268-119112781"
"594","chr11-119113586-119117916"
"595","chr11-12008465-12008828"
"596","chr11-12044196-12044830"
"597","chr11-12046255-12047991"
"598","chr11-12086143-12088588"
"599","chr11-12089290-12090873"
"600","chr11-12098948-12100335"
"601","chr11-12109497-12112329"
"602","chr11-12124325-12125492"
"603","chr11-12133469-12134715"
"604","chr11-12141317-12141708"
"605","chr11-12144835-12145004"
"606","chr11-12152318-12152553"
"607","chr11-12156162-12157671"
"608","chr11-12159102-12160335"
"609","chr11-12166965-12167551"
"610","chr11-12175702-12176312"
"611","chr11-12188972-12190054"
"612","chr11-12192552-12193501"
"613","chr11-12195595-12196972"
"614","chr11-12198070-12200442"
"615","chr11-12215024-12216647"
"616","chr11-12221836-12226510"
"617","chr11-12235130-12236978"
"618","chr11-12242169-12242665"
"619","chr11-14237309-14238154"
"620","chr11-14248717-14249737"
"621","chr11-14269837-14271700"
"622","chr11-14300524-14301156"
"623","chr11-14308617-14309332"
"624","chr11-14319842-14320572"
"625","chr11-14337045-14337341"
"626","chr11-14350221-14350638"
"627","chr11-14357626-14359791"
"628","chr11-14380810-14381716"
"629","chr11-14414675-14415776"
"630","chr11-14454996-14455426"
"631","chr11-20353871-20354232"
"632","chr11-20355240-20355645"
"633","chr11-20360388-20361335"
"634","chr11-20363125-20365013"
"635","chr11-20386142-20389165"
"636","chr11-20397145-20397678"
"637","chr11-4006146-4006281"
"638","chr11-4007226-4007763"
"639","chr11-4057532-4058706"
"640","chr11-4064599-4065487"
"641","chr11-4066067-4067568"
"642","chr11-4068751-4070001"
"643","chr11-4071944-4073293"
"644","chr11-4084984-4087288"
"645","chr11-4088455-4097468"
"646","chr11-4186931-4188011"
"647","chr11-45884984-45886892"
"648","chr11-45895932-45896813"
"649","chr11-45898434-45910834"
"650","chr11-45913992-45925093"
"651","chr11-45926091-45932398"
"652","chr11-45933022-45934156"
"653","chr11-45964777-45965494"
"654","chr11-46006363-46006862"
"655","chr11-46040721-46041122"
"656","chr11-46099391-46101239"
"657","chr11-46112880-46113607"
"658","chr11-46116455-46116856"
"659","chr11-46117846-46122776"
"660","chr11-46126880-46127858"
"661","chr11-64261377-64262797"
"662","chr11-64263299-64266594"
"663","chr11-64267125-64272847"
"664","chr11-64275346-64276029"
"665","chr11-64278653-64279206"
"666","chr11-64283122-64289348"
"667","chr11-64290241-64293646"
"668","chr11-64296590-64302075"
"669","chr11-64302761-64307727"
"670","chr11-64309812-64310193"
"671","chr11-64310968-64311303"
"672","chr11-64313535-64320072"
"673","chr11-64321127-64321824"
"674","chr11-64322330-64324280"
"675","chr11-64331204-64332575"
"676","chr11-64334720-64335817"
"677","chr11-64339015-64344166"
"678","chr11-64351095-64351663"
"679","chr11-64352194-64355686"
"680","chr11-64356490-64361304"
"681","chr11-64372860-64374014"
"682","chr11-64385126-64386874"
"683","chr11-64390471-64392056"
"684","chr11-64444814-64445194"
"685","chr11-64447643-64450150"
"686","chr11-73875862-73877724"
"687","chr11-73931376-73931544"
"688","chr11-73950767-73951250"
"689","chr11-73957554-73958080"
"690","chr11-73963573-73985048"
"691","chr11-73985819-73986220"
"692","chr11-73991036-73992226"
"693","chr11-73992953-74000353"
"694","chr11-74001667-74002272"
"695","chr11-74003737-74009398"
"696","chr11-74702378-74702771"
"697","chr11-74726505-74726978"
"698","chr11-74739724-74740211"
"699","chr11-74747799-74750853"
"700","chr11-74783122-74784686"
"701","chr11-78397303-78398028"
"702","chr11-78413476-78414638"
"703","chr11-78415393-78421496"
"704","chr11-78424039-78426016"
"705","chr11-78429597-78430139"
"706","chr11-78432187-78432628"
"707","chr11-78464413-78466099"
"708","chr11-78564189-78565035"
"709","chr11-78573579-78575769"
"710","chr11-78576668-78576845"
"711","chr11-78586459-78586840"
"712","chr11-93195355-93195806"
"713","chr11-93196692-93198813"
"714","chr11-93199344-93200330"
"715","chr11-93234558-93235049"
"716","chr12-100185277-100185849"
"717","chr12-100198951-100203433"
"718","chr12-100266209-100269474"
"719","chr12-102043879-102044399"
"720","chr12-102052342-102052691"
"721","chr12-102059300-102059733"
"722","chr12-102060848-102063398"
"723","chr12-102119146-102121327"
"724","chr12-104510272-104510461"
"725","chr12-104519010-104520925"
"726","chr12-104523080-104523973"
"727","chr12-104546331-104547490"
"728","chr12-104568000-104571868"
"729","chr12-104596020-104596490"
"730","chr12-104603547-104606238"
"731","chr12-104637424-104638922"
"732","chr12-104641365-104645181"
"733","chr12-104648706-104650740"
"734","chr12-104651761-104654687"
"735","chr12-104666810-104673047"
"736","chr12-104679783-104681124"
"737","chr12-104682298-104683574"
"738","chr12-104687043-104688570"
"739","chr12-104695083-104696246"
"740","chr12-104715597-104716229"
"741","chr12-104718450-104722017"
"742","chr12-104722772-104723242"
"743","chr12-104727592-104728862"
"744","chr12-104733609-104734135"
"745","chr12-104737941-104739504"
"746","chr12-104740437-104742686"
"747","chr12-104747887-104750760"
"748","chr12-104764346-104765164"
"749","chr12-104790332-104790945"
"750","chr12-110402583-110404688"
"751","chr12-110430951-110432245"
"752","chr12-110447370-110451236"
"753","chr12-110455580-110457179"
"754","chr12-110466650-110470172"
"755","chr12-110500876-110503258"
"756","chr12-110512138-110512877"
"757","chr12-110521411-110521491"
"758","chr12-110551956-110552943"
"759","chr12-110561165-110564610"
"760","chr12-110577232-110584216"
"761","chr12-110584832-110586128"
"762","chr12-112900273-112900719"
"763","chr12-112902139-112902787"
"764","chr12-112906413-112909187"
"765","chr12-112936058-112939092"
"766","chr12-112939628-112940542"
"767","chr12-112977559-112981252"
"768","chr12-112988143-112988696"
"769","chr12-112992559-112993273"
"770","chr12-116440807-116441733"
"771","chr12-116443856-116444772"
"772","chr12-116480544-116480760"
"773","chr12-116508136-116509288"
"774","chr12-116532927-116534919"
"775","chr12-116537216-116540236"
"776","chr12-116547626-116548812"
"777","chr12-116550781-116553838"
"778","chr12-116557498-116561845"
"779","chr12-116591502-116593255"
"780","chr12-116593841-116595100"
"781","chr12-116599367-116600252"
"782","chr12-116609725-116610093"
"783","chr12-116635331-116635995"
"784","chr12-116910512-116911641"
"785","chr12-116922024-116922549"
"786","chr12-116924352-116925380"
"787","chr12-116955743-116955982"
"788","chr12-117025435-117026108"
"789","chr12-117032749-117033358"
"790","chr12-117060253-117061325"
"791","chr12-117062667-117064175"
"792","chr12-117064784-117065338"
"793","chr12-117098195-117100626"
"794","chr12-121305986-121306631"
"795","chr12-121314189-121314912"
"796","chr12-121334650-121335214"
"797","chr12-121351244-121353674"
"798","chr12-121388367-121389070"
"799","chr12-121391431-121392491"
"800","chr12-121398948-121401434"
"801","chr12-121423626-121423970"
"802","chr12-121424635-121426024"
"803","chr12-121427542-121427973"
"804","chr12-121432898-121433329"
"805","chr12-121442289-121445046"
"806","chr12-121450217-121453283"
"807","chr12-121457311-121457827"
"808","chr12-121460843-121461707"
"809","chr12-121464468-121464742"
"810","chr12-121465515-121468964"
"811","chr12-121469485-121471120"
"812","chr12-121478837-121479319"
"813","chr12-121489971-121491671"
"814","chr12-121494119-121494750"
"815","chr12-121499650-121500649"
"816","chr12-121513711-121514899"
"817","chr12-121520481-121521073"
"818","chr12-121613358-121613795"
"819","chr12-121614714-121616121"
"820","chr12-121618924-121619268"
"821","chr12-121624329-121633401"
"822","chr12-121634597-121636363"
"823","chr12-121636866-121639243"
"824","chr12-121640822-121641910"
"825","chr12-121649238-121651917"
"826","chr12-121652653-121655049"
"827","chr12-121656844-121657523"
"828","chr12-121658162-121660600"
"829","chr12-121662161-121667654"
"830","chr12-121668419-121669757"
"831","chr12-121671130-121673993"
"832","chr12-121674653-121675203"
"833","chr12-121681106-121682986"
"834","chr12-121685861-121688645"
"835","chr12-121697032-121697751"
"836","chr12-121711332-121714390"
"837","chr12-121748373-121749336"
"838","chr12-121750225-121751521"
"839","chr12-121772982-121773846"
"840","chr12-121775054-121777067"
"841","chr12-121777665-121778100"
"842","chr12-121778655-121779943"
"843","chr12-121780861-121808228"
"844","chr12-121808743-121808941"
"845","chr12-121809901-121814133"
"846","chr12-121822397-121825700"
"847","chr12-121826477-121828291"
"848","chr12-121829243-121829480"
"849","chr12-121829989-121831157"
"850","chr12-121831800-121832460"
"851","chr12-121835002-121835356"
"852","chr12-121838120-121840734"
"853","chr12-123421329-123421662"
"854","chr12-123422739-123423117"
"855","chr12-123425254-123426218"
"856","chr12-123426759-123438175"
"857","chr12-123441530-123446721"
"858","chr12-123447786-123454935"
"859","chr12-123457564-123460701"
"860","chr12-123468724-123469301"
"861","chr12-123474796-123475685"
"862","chr12-123479507-123480293"
"863","chr12-123483670-123484346"
"864","chr12-123531896-123534720"
"865","chr12-123554136-123555126"
"866","chr12-123581883-123585855"
"867","chr12-123601120-123603116"
"868","chr12-123618342-123618939"
"869","chr12-123905291-123905777"
"870","chr12-123910790-123911114"
"871","chr12-123931534-123932399"
"872","chr12-123934051-123935312"
"873","chr12-123937368-123939043"
"874","chr12-123941151-123942129"
