"","x"
"88","chr1-110053547-110054410"
"89","chr1-110059805-110060719"
"90","chr1-110070195-110071052"
"91","chr1-110084226-110084999"
"92","chr1-110087822-110088708"
"93","chr1-110105870-110106761"
"94","chr1-1106486-1107374"
"95","chr1-1115789-1116701"
"96","chr1-1121833-1122743"
"97","chr1-112880668-112881577"
"98","chr1-112923347-112924347"
"99","chr1-112955862-112956733"
"100","chr1-1136944-1137821"
"101","chr1-113868147-113869012"
"102","chr1-113871350-113872210"
"103","chr1-113874002-113874925"
"104","chr1-113904655-113905565"
"105","chr1-113928984-113929893"
"106","chr1-113930151-113931069"
"107","chr1-113938734-113939544"
"108","chr1-113940366-113941302"
"109","chr1-113948893-113949764"
"110","chr1-113963084-113964031"
"111","chr1-113972824-113973715"
"112","chr1-114368677-114369556"
"113","chr1-1143887-1144763"
"114","chr1-114418394-114419182"
"115","chr1-114505018-114506131"
"116","chr1-114510776-114511692"
"117","chr1-114558410-114559213"
"118","chr1-114581242-114582151"
"119","chr1-114669663-114670568"
"120","chr1-114716326-114717187"
"121","chr1-114738300-114739271"
"122","chr1-114755777-114756426"
"123","chr1-114757401-114758300"
"124","chr1-114780239-114781158"
"125","chr1-114854888-114855792"
"126","chr1-1157253-1158013"
"127","chr1-116667295-116668169"
"128","chr1-116672069-116673147"
"129","chr1-116724490-116725408"
"130","chr1-116737262-116738199"
"131","chr1-116738673-116739482"
"132","chr1-116751089-116751956"
"133","chr1-116752901-116753623"
"134","chr1-116753929-116754799"
"135","chr1-116763059-116763799"
"136","chr1-116764258-116765156"
"137","chr1-116766570-116767499"
"138","chr1-116769406-116770283"
"139","chr1-116799248-116800162"
"140","chr1-116806088-116806967"
"141","chr1-116808590-116809365"
"142","chr1-116810204-116811027"
"143","chr1-116816176-116817010"
"144","chr1-116817436-116818262"
"145","chr1-116826966-116827874"
"146","chr1-1171622-1172517"
"147","chr1-1173404-1174316"
"148","chr1-1185055-1185819"
"149","chr1-1201070-1201951"
"150","chr1-1206192-1207116"
"151","chr1-1207879-1208702"
"152","chr1-1212658-1213456"
"153","chr1-1213693-1214252"
"154","chr1-145690361-145691308"
"155","chr1-145720872-145721783"
"156","chr1-145766561-145767480"
"157","chr1-145823589-145824506"
"158","chr1-145845309-145846178"
"159","chr1-145849129-145850202"
"160","chr1-145858501-145859377"
"161","chr1-145859734-145860351"
"162","chr1-145871787-145872733"
"163","chr1-145885542-145886461"
"164","chr1-145891619-145892491"
"165","chr1-145909730-145910678"
"166","chr1-145918390-145919285"
"167","chr1-1479458-1480374"
"168","chr1-148038283-148039196"
"169","chr1-148060603-148061382"
"170","chr1-148151770-148152628"
"171","chr1-148679229-148680133"
"172","chr1-148843877-148844773"
"173","chr1-148948523-148949380"
"174","chr1-148951832-148952662"
"175","chr1-1494228-1495081"
"176","chr1-150149436-150150361"
"177","chr1-150151164-150152002"
"178","chr1-150165696-150166596"
"179","chr1-150168661-150169606"
"180","chr1-150186924-150187746"
"181","chr1-150213313-150214196"
"182","chr1-150221276-150222095"
"183","chr1-150234283-150235138"
"184","chr1-150235744-150236643"
"185","chr1-150255424-150256190"
"186","chr1-150268566-150269419"
"187","chr1-150281918-150282753"
"188","chr1-150293412-150294300"
"189","chr1-150321005-150321924"
"190","chr1-1504685-1505582"
"191","chr1-150841462-150842313"
"192","chr1-150874356-150875072"
"193","chr1-150876212-150877115"
"194","chr1-150922180-150923043"
"195","chr1-150925819-150926708"
"196","chr1-150974335-150975216"
"197","chr1-150977024-150977928"
"198","chr1-150979138-150980038"
"199","chr1-150995659-150996573"
"200","chr1-151006271-151007053"
"201","chr1-151007917-151008812"
"202","chr1-151024271-151025166"
"203","chr1-151047469-151048081"
"204","chr1-151048201-151048892"
"205","chr1-151055948-151056715"
"206","chr1-151057375-151058279"
"207","chr1-151059165-151060068"
"208","chr1-151070418-151070932"
"209","chr1-151099614-151100474"
"210","chr1-151130973-151131875"
"211","chr1-151146281-151147197"
"212","chr1-1511543-1512446"
"213","chr1-151155829-151156673"
"214","chr1-151157167-151157854"
"215","chr1-151165566-151166471"
"216","chr1-1517962-1518760"
"217","chr1-151933740-151934647"
"218","chr1-151941061-151941981"
"219","chr1-151945487-151946349"
"220","chr1-151967748-151968637"
"221","chr1-151984115-151984926"
"222","chr1-151993564-151994399"
"223","chr1-151996576-151997451"
"224","chr1-152001448-152002333"
"225","chr1-152013219-152014264"
"226","chr1-152034715-152035479"
"227","chr1-152036578-152037436"
"228","chr1-152047781-152048689"
"229","chr1-152052323-152053198"
"230","chr1-152110274-152110843"
"231","chr1-152112205-152113082"
"232","chr1-152144558-152145444"
"233","chr1-153465505-153466550"
"234","chr1-153490482-153491381"
"235","chr1-153494806-153495586"
"236","chr1-153509392-153510163"
"237","chr1-153510674-153511546"
"238","chr1-153531787-153532524"
"239","chr1-153532990-153533734"
"240","chr1-153533859-153534381"
"241","chr1-153535738-153536629"
"242","chr1-153540578-153541490"
"243","chr1-153544906-153545617"
"244","chr1-153545734-153546078"
"245","chr1-153566234-153567060"
"246","chr1-153568265-153569166"
"247","chr1-153572237-153573081"
"248","chr1-153633671-153634608"
"249","chr1-1540146-1540995"
"250","chr1-155591567-155592460"
"251","chr1-155598652-155599586"
"252","chr1-155609631-155610534"
"253","chr1-155637102-155637943"
"254","chr1-155688325-155689217"
"255","chr1-155728842-155729753"
"256","chr1-155745166-155746077"
"257","chr1-155747790-155748511"
"258","chr1-155748642-155749325"
"259","chr1-155758238-155759195"
"260","chr1-155835933-155836810"
"261","chr1-155856800-155857704"
"262","chr1-155859030-155859883"
"263","chr1-155860169-155860943"
"264","chr1-155893360-155894273"
"265","chr1-155910931-155911817"
"266","chr1-155934008-155934912"
"267","chr1-155937936-155938785"
"268","chr1-155945935-155946846"
"269","chr1-155961734-155962609"
"270","chr1-155966464-155967214"
"271","chr1-155967505-155968361"
"272","chr1-155976187-155977003"
"273","chr1-155978136-155978906"
"274","chr1-156066056-156066949"
"275","chr1-156076542-156077367"
"276","chr1-156081291-156081902"
"277","chr1-156082172-156083043"
"278","chr1-156090453-156091360"
"279","chr1-156096681-156097565"
"280","chr1-156103784-156104579"
"281","chr1-156105968-156106862"
"282","chr1-156114095-156114999"
"283","chr1-156119393-156120255"
"284","chr1-156123368-156124140"
"285","chr1-156124509-156125381"
"286","chr1-156125909-156126592"
"287","chr1-156126902-156127805"
"288","chr1-156130012-156130909"
"289","chr1-156141143-156141946"
"290","chr1-156145753-156146615"
"291","chr1-156154002-156154811"
"292","chr1-156160705-156161605"
"293","chr1-156176441-156177275"
"294","chr1-156193529-156194442"
"295","chr1-156212653-156213552"
"296","chr1-156217604-156218520"
"297","chr1-156222657-156223515"
"298","chr1-156225159-156226056"
"299","chr1-156245368-156246305"
"300","chr1-1574345-1575254"
"301","chr1-15791766-15792660"
"302","chr1-15800012-15800519"
"303","chr1-15803247-15804105"
"304","chr1-15815244-15816136"
"305","chr1-15832981-15833686"
"306","chr1-15834397-15835163"
"307","chr1-15835618-15836459"
"308","chr1-15836939-15837686"
"309","chr1-15847264-15848168"
"310","chr1-15849316-15849973"
"311","chr1-15853011-15853714"
"312","chr1-15876041-15876922"
"313","chr1-158996040-158996901"
"314","chr1-158998377-158999247"
"315","chr1-159008475-159009180"
"316","chr1-159009503-159010346"
"317","chr1-159012333-159013171"
"318","chr1-159015224-159016108"
"319","chr1-159046274-159047144"
"320","chr1-159067809-159068689"
"321","chr1-159071727-159072577"
"322","chr1-159076630-159077564"
"323","chr1-159088954-159090107"
"324","chr1-15919100-15919968"
"325","chr1-15949301-15950213"
"326","chr1-15950935-15951686"
"327","chr1-15965900-15966812"
"328","chr1-15975516-15976389"
"329","chr1-159936136-159937039"
"330","chr1-15994233-15995084"
"331","chr1-159945267-159946165"
"332","chr1-1599509-1600436"
"333","chr1-160005742-160006874"
"334","chr1-160007423-160008541"
"335","chr1-160031481-160032365"
"336","chr1-160046346-160047265"
"337","chr1-160057723-160058726"
"338","chr1-160069950-160070853"
"339","chr1-160078334-160079239"
"340","chr1-160083740-160084658"
"341","chr1-160085442-160086293"
"342","chr1-16008763-16009641"
"343","chr1-160098393-160099317"
"344","chr1-160100785-160101675"
"345","chr1-160108730-160109654"
"346","chr1-1606882-1607690"
"347","chr1-161020818-161021701"
"348","chr1-161038450-161039362"
"349","chr1-161041250-161042127"
"350","chr1-161044362-161045128"
"351","chr1-161045540-161046418"
"352","chr1-161066443-161067268"
"353","chr1-161068013-161068909"
"354","chr1-161069565-161070459"
"355","chr1-161079279-161080249"
"356","chr1-161083193-161084195"
"357","chr1-161088951-161089899"
"358","chr1-161097529-161098039"
"359","chr1-161098139-161098624"
"360","chr1-161117550-161118445"
"361","chr1-161119450-161120335"
"362","chr1-161132234-161133164"
"363","chr1-161139505-161140383"
"364","chr1-161153509-161154409"
"365","chr1-161159036-161159950"
"366","chr1-161165846-161166722"
"367","chr1-161177017-161177899"
"368","chr1-161181982-161182852"
"369","chr1-161185084-161185989"
"370","chr1-161192298-161193157"
"371","chr1-161201861-161202773"
"372","chr1-161209557-161210436"
"373","chr1-1615046-1615871"
"374","chr1-162497435-162498316"
"375","chr1-162561082-162561985"
"376","chr1-162613347-162614291"
"377","chr1-1629820-1630640"
"378","chr1-1632008-1632572"
"379","chr1-1636584-1637272"
"380","chr1-1639108-1639999"
"381","chr1-1640866-1641735"
"382","chr1-1644558-1645422"
"383","chr1-1658668-1659581"
"384","chr1-1665448-1666231"
"385","chr1-1666451-1666980"
"386","chr1-1677508-1678424"
"387","chr1-1678653-1679368"
"388","chr1-170531711-170532644"
"389","chr1-17335416-17336522"
"390","chr1-173628291-173628927"
"391","chr1-173714594-173715491"
"392","chr1-173725898-173726711"
"393","chr1-173824136-173825046"
"394","chr1-17405871-17406749"
"395","chr1-17419566-17420455"
"396","chr1-17431182-17432197"
"397","chr1-17437349-17438180"
"398","chr1-17438323-17438900"
"399","chr1-17439402-17440301"
"400","chr1-17493968-17494987"
"401","chr1-179002485-179003403"
"402","chr1-179025579-179026475"
"403","chr1-179034184-179035160"
"404","chr1-179036832-179037787"
"405","chr1-179042913-179043849"
"406","chr1-179078895-179079800"
"407","chr1-179081554-179082431"
"408","chr1-179120985-179121755"
"409","chr1-179129376-179130280"
"410","chr1-179229261-179230140"
"411","chr1-179293299-179294190"
"412","chr1-179298716-179299590"
"413","chr1-179317261-179318121"
"414","chr1-182588579-182589475"
"415","chr1-182595398-182596303"
"416","chr1-182599060-182599967"
"417","chr1-182601146-182602065"
"418","chr1-182603966-182604875"
"419","chr1-182614540-182615218"
"420","chr1-182615790-182616695"
"421","chr1-182629455-182630572"
"422","chr1-182699287-182700599"
"423","chr1-183543323-183544212"
"424","chr1-183580003-183581142"
"425","chr1-183581352-183582796"
"426","chr1-183590214-183591116"
"427","chr1-183604238-183605230"
"428","chr1-183622949-183623823"
"429","chr1-183630535-183631520"
"430","chr1-183633409-183634294"
"431","chr1-183635453-183636365"
"432","chr1-183651820-183652721"
"433","chr1-183655228-183656154"
"434","chr1-183684848-183685568"
"435","chr1-185044977-185045855"
"436","chr1-185156714-185157640"
"437","chr1-185170067-185170936"
"438","chr1-185238204-185239044"
"439","chr1-185280982-185281851"
"440","chr1-185315821-185316499"
"441","chr1-185317040-185317888"
"442","chr1-185338628-185339447"
"443","chr1-202056180-202057554"
"444","chr1-202058147-202059102"
"445","chr1-202118646-202119544"
"446","chr1-202134968-202135846"
"447","chr1-202144248-202145020"
"448","chr1-202154784-202155539"
"449","chr1-202160203-202160973"
"450","chr1-202161825-202162660"
"451","chr1-202164459-202165362"
"452","chr1-202184462-202185351"
"453","chr1-202188646-202189547"
"454","chr1-202192524-202193409"
"455","chr1-202197394-202198288"
"456","chr1-202213941-202214792"
"457","chr1-202236081-202236930"
"458","chr1-202237172-202237921"
"459","chr1-202274310-202275298"
"460","chr1-202283243-202284195"
"461","chr1-202295355-202296253"
"462","chr1-202315301-202316173"
"463","chr1-202341565-202342453"
"464","chr1-202343596-202344420"
"465","chr1-202348213-202349113"
"466","chr1-202379855-202380763"
"467","chr1-202438160-202439905"
"468","chr1-202692391-202693548"
"469","chr1-202719324-202720230"
"470","chr1-202807631-202808405"
"471","chr1-202810478-202811332"
"472","chr1-202835282-202836148"
"473","chr1-202852086-202853100"
"474","chr1-202861102-202861887"
"475","chr1-202888530-202889462"
"476","chr1-204431119-204431979"
"477","chr1-204442999-204443792"
"478","chr1-204446102-204446973"
"479","chr1-204452861-204453774"
"480","chr1-204461247-204462144"
"481","chr1-204494270-204495071"
"482","chr1-204502911-204503815"
"483","chr1-204506569-204507341"
"484","chr1-204513109-204513998"
"485","chr1-204515976-204516837"
"486","chr1-204517053-204517747"
"487","chr1-204520950-204521845"
"488","chr1-204544098-204545009"
"489","chr1-204545780-204546674"
"490","chr1-204561950-204562851"
"491","chr1-204565530-204566418"
"492","chr1-204584701-204585643"
"493","chr1-205679883-205680788"
"494","chr1-205710906-205711777"
"495","chr1-205749232-205749989"
"496","chr1-205750109-205750672"
"497","chr1-205765631-205766527"
"498","chr1-205774868-205775747"
"499","chr1-205791333-205792229"
"500","chr1-205812760-205813660"
"501","chr1-205849717-205850590"
"502","chr1-206544516-206545416"
"503","chr1-206551670-206552571"
"504","chr1-206555072-206555909"
"505","chr1-206556734-206557615"
"506","chr1-206562732-206563638"
"507","chr1-206568508-206569299"
"508","chr1-206575004-206575900"
"509","chr1-206577927-206578800"
"510","chr1-206579672-206580584"
"511","chr1-206581429-206582343"
"512","chr1-206583365-206584219"
"513","chr1-206589839-206590723"
"514","chr1-206607868-206608745"
"515","chr1-206612068-206612967"
"516","chr1-206630797-206631627"
"517","chr1-206635071-206635947"
"518","chr1-206658173-206659088"
"519","chr1-206663860-206664777"
"520","chr1-206684478-206685342"
"521","chr1-206685716-206686431"
"522","chr1-206703387-206704258"
"523","chr1-206712764-206713585"
"524","chr1-206714353-206715165"
"525","chr1-206715658-206716475"
"526","chr1-206717191-206717985"
"527","chr1-206725285-206725935"
"528","chr1-206726061-206726829"
"529","chr1-206734284-206735197"
"530","chr1-206736854-206737719"
"531","chr1-206757584-206758489"
"532","chr1-206766087-206766987"
"533","chr1-206769130-206769945"
"534","chr1-207321043-207321956"
"535","chr1-207335511-207336421"
"536","chr1-207336761-207337606"
"537","chr1-207345956-207346841"
"538","chr1-207362890-207363856"
"539","chr1-207371137-207372157"
"540","chr1-207404665-207405580"
"541","chr1-207453965-207454777"
"542","chr1-207458738-207459634"
"543","chr1-207470678-207471588"
"544","chr1-207495937-207496900"
"545","chr1-207499134-207500104"
"546","chr1-207578942-207580031"
"547","chr1-207620018-207620909"
"548","chr1-207644629-207645507"
"549","chr1-207658463-207659537"
"550","chr1-207659567-207660569"
"551","chr1-207668988-207670144"
"552","chr1-207713339-207714452"
"553","chr1-21022145-21022956"
"554","chr1-210292093-210293113"
"555","chr1-210310871-210311771"
"556","chr1-210328603-210329495"
"557","chr1-210332270-210333225"
"558","chr1-210340576-210341414"
"559","chr1-21034695-21035889"
"560","chr1-210374030-210374927"
"561","chr1-210399266-210400132"
"562","chr1-210400319-210401134"
"563","chr1-210446198-210447098"
"564","chr1-210584020-210584953"
"565","chr1-211698269-211699140"
"566","chr1-211738438-211739240"
"567","chr1-211739815-211740726"
"568","chr1-21176485-21177310"
"569","chr1-211830208-211831081"
"570","chr1-21194905-21195804"
"571","chr1-21216572-21217481"
"572","chr1-21224888-21225790"
"573","chr1-21231778-21232667"
"574","chr1-21254979-21255856"
"575","chr1-21258134-21259066"
"576","chr1-212629777-212630665"
"577","chr1-212636465-212637373"
"578","chr1-212665024-212665930"
"579","chr1-212682975-212683896"
"580","chr1-21269928-21270821"
"581","chr1-212699473-212700208"
"582","chr1-212700307-212700663"
"583","chr1-212703821-212704608"
"584","chr1-212726423-212727462"
"585","chr1-212749793-212750702"
"586","chr1-212754115-212755009"
"587","chr1-212759868-212760750"
"588","chr1-212782188-212783087"
"589","chr1-212791369-212792270"
"590","chr1-212857788-212858706"
"591","chr1-217630735-217631658"
"592","chr1-218284749-218285667"
"593","chr1-218322530-218323257"
"594","chr1-218345588-218346409"
"595","chr1-218351107-218352110"
"596","chr1-218377002-218377906"
"597","chr1-219173457-219174350"
"598","chr1-224041050-224041853"
"599","chr1-224043043-224044177"
"600","chr1-224050378-224051404"
"601","chr1-224113745-224114565"
"602","chr1-224115923-224116803"
"603","chr1-22416359-22417237"
"604","chr1-224168729-224169608"
"605","chr1-224170462-224171350"
"606","chr1-224182087-224182692"
"607","chr1-224182820-224183658"
"608","chr1-22420184-22421108"
"609","chr1-224204602-224205288"
"610","chr1-224205401-224205944"
"611","chr1-224245097-224245989"
"612","chr1-22428441-22429354"
"613","chr1-22451491-22452372"
"614","chr1-227464092-227464983"
"615","chr1-227466188-227467325"
"616","chr1-227481251-227482131"
"617","chr1-227542263-227543136"
"618","chr1-227547444-227548464"
"619","chr1-227558266-227559235"
"620","chr1-227563210-227564130"
"621","chr1-227579407-227580312"
"622","chr1-227713342-227714502"
"623","chr1-227728045-227728939"
"624","chr1-227730126-227730985"
"625","chr1-227734953-227735870"
"626","chr1-228059136-228059993"
"627","chr1-228082141-228083048"
"628","chr1-228101758-228102501"
"629","chr1-228102912-228103827"
"630","chr1-228108958-228109853"
"631","chr1-228120892-228121801"
"632","chr1-228130686-228131596"
"633","chr1-228139675-228140563"
"634","chr1-228165463-228166234"
"635","chr1-228173731-228174281"
"636","chr1-228174378-228174793"
"637","chr1-228182124-228183023"
"638","chr1-228185326-228186232"
"639","chr1-229472364-229473896"
"640","chr1-229481754-229482598"
"641","chr1-229507915-229508814"
"642","chr1-229514391-229515284"
"643","chr1-229542187-229543168"
"644","chr1-229558469-229559394"
"645","chr1-229594371-229595249"
"646","chr1-229625646-229626515"
"647","chr1-229660858-229661881"
"648","chr1-229663759-229664791"
"649","chr1-229714692-229715688"
"650","chr1-230057676-230058676"
"651","chr1-230066603-230067522"
"652","chr1-230104491-230105349"
"653","chr1-230119827-230120742"
"654","chr1-230126070-230126943"
"655","chr1-230167158-230168036"
"656","chr1-230642021-230642913"
"657","chr1-230753601-230754437"
"658","chr1-231756344-231757423"
"659","chr1-231806355-231807375"
"660","chr1-231861208-231862188"
"661","chr1-23484093-23484961"
"662","chr1-23496807-23497719"
"663","chr1-23524533-23525445"
"664","chr1-23527941-23528839"
"665","chr1-23530934-23531790"
"666","chr1-23539511-23540426"
"667","chr1-23544440-23545345"
"668","chr1-23554520-23555417"
"669","chr1-23557896-23558500"
"670","chr1-23559107-23560007"
"671","chr1-23562035-23562875"
"672","chr1-23567785-23568659"
"673","chr1-23600819-23601700"
"674","chr1-23602081-23602790"
"675","chr1-23606859-23607771"
"676","chr1-23611697-23612485"
"677","chr1-23612977-23613822"
"678","chr1-23619256-23620168"
"679","chr1-23624149-23625053"
"680","chr1-23627032-23627593"
"681","chr1-23627706-23628330"
"682","chr1-23634676-23635587"
"683","chr1-23637163-23638051"
"684","chr1-23656754-23657327"
"685","chr1-23657396-23658176"
"686","chr1-2373459-2374365"
"687","chr1-2381479-2382376"
"688","chr1-2391236-2392158"
"689","chr1-2412191-2413106"
"690","chr1-2414110-2415016"
"691","chr1-241531172-241532005"
"692","chr1-241551602-241552507"
"693","chr1-2415775-2416359"
"694","chr1-241610827-241611709"
"695","chr1-241627391-241628253"
"696","chr1-241639953-241640841"
"697","chr1-241676948-241677847"
"698","chr1-243179497-243180373"
"699","chr1-243254599-243255427"
"700","chr1-243255600-243256399"
"701","chr1-243325081-243326250"
"702","chr1-243347831-243348854"
"703","chr1-243979108-243979940"
"704","chr1-244009845-244010735"
"705","chr1-244047849-244048748"
"706","chr1-244054514-244055429"
"707","chr1-244074503-244075428"
"708","chr1-2443465-2444320"
"709","chr1-2467082-2467815"
"710","chr1-2467934-2468529"
"711","chr1-25148412-25149302"
"712","chr1-25204518-25205423"
"713","chr1-25232002-25232915"
"714","chr1-2523477-2524389"
"715","chr1-25239488-25240405"
"716","chr1-25247097-25247974"
"717","chr1-2525987-2526849"
"718","chr1-25266226-25266958"
"719","chr1-25267542-25268447"
"720","chr1-2529083-2529968"
"721","chr1-25328667-25329423"
"722","chr1-2539057-2539966"
"723","chr1-2545837-2546680"
"724","chr1-2546832-2547585"
"725","chr1-2548386-2549233"
"726","chr1-2555616-2556164"
"727","chr1-2556262-2556592"
"728","chr1-2567124-2567954"
"729","chr1-2578029-2578904"
"730","chr1-27633941-27634823"
"731","chr1-27643614-27644522"
"732","chr1-27659551-27660440"
"733","chr1-27662790-27663646"
"734","chr1-27668925-27669848"
"735","chr1-27671843-27672753"
"736","chr1-27725379-27726284"
"737","chr1-27772669-27773567"
"738","chr1-27830357-27831236"
"739","chr1-27857803-27858709"
"740","chr1-27868799-27869696"
"741","chr1-27872072-27872952"
"742","chr1-27886922-27887829"
"743","chr1-27888196-27888845"
"744","chr1-28552520-28553428"
"745","chr1-28581456-28582318"
"746","chr1-28582939-28583503"
"747","chr1-28591964-28592890"
"748","chr1-28642695-28643603"
"749","chr1-28648068-28649023"
"750","chr1-28668443-28669361"
"751","chr1-28669901-28670482"
"752","chr1-28736425-28737323"
"753","chr1-28774939-28775856"
"754","chr1-32107672-32108522"
"755","chr1-32112618-32113481"
"756","chr1-32179419-32180322"
"757","chr1-32200103-32200766"
"758","chr1-32200976-32201810"
"759","chr1-32205165-32206070"
"760","chr1-32215400-32216286"
"761","chr1-32221840-32222755"
"762","chr1-32240180-32241000"
"763","chr1-32241140-32241803"
"764","chr1-32248000-32248883"
"765","chr1-32249672-32250594"
"766","chr1-32251102-32251748"
"767","chr1-32253409-32254277"
"768","chr1-32255265-32256114"
"769","chr1-32256525-32257567"
"770","chr1-32258550-32259463"
"771","chr1-32263507-32264391"
"772","chr1-32266827-32267425"
"773","chr1-32272294-32273049"
"774","chr1-32273547-32274449"
"775","chr1-32291589-32292479"
"776","chr1-32702507-32703420"
"777","chr1-32711946-32712837"
"778","chr1-32724816-32725816"
"779","chr1-32731055-32731984"
"780","chr1-32741480-32742309"
"781","chr1-32753610-32754449"
"782","chr1-32772781-32773629"
"783","chr1-32798803-32799660"
"784","chr1-32800904-32801822"
"785","chr1-32817054-32817955"
"786","chr1-32870447-32871360"
"787","chr1-32872350-32873227"
"788","chr1-32876348-32877258"
"789","chr1-32886184-32887075"
"790","chr1-32892676-32893573"
"791","chr1-32900925-32901788"
"792","chr1-34904347-34905510"
"793","chr1-34924287-34925459"
"794","chr1-34929136-34930042"
"795","chr1-34967982-34968926"
"796","chr1-34971987-34972975"
"797","chr1-34976402-34977214"
"798","chr1-34984868-34985767"
"799","chr1-35031398-35032329"
"800","chr1-35060446-35061349"
"801","chr1-35072464-35073382"
"802","chr1-35079014-35079930"
"803","chr1-35115517-35116519"
"804","chr1-35176636-35177397"
"805","chr1-35191633-35192418"
"806","chr1-35192810-35193692"
"807","chr1-35201829-35202736"
"808","chr1-35220754-35221620"
"809","chr1-35268358-35269214"
"810","chr1-35286102-35287043"
"811","chr1-35298245-35299151"
"812","chr1-35450795-35451696"
"813","chr1-35457383-35458305"
"814","chr1-35499439-35500336"
"815","chr1-35505839-35506663"
"816","chr1-35536364-35537293"
"817","chr1-35538767-35539563"
"818","chr1-35544790-35545672"
"819","chr1-35557240-35558116"
"820","chr1-35559201-35560074"
"821","chr1-35564324-35565208"
"822","chr1-35568663-35569547"
"823","chr1-35573010-35573894"
"824","chr1-35577324-35578174"
"825","chr1-35637156-35638020"
"826","chr1-35641128-35642007"
"827","chr1-3564984-3565876"
"828","chr1-35715240-35716132"
"829","chr1-35718489-35719402"
"830","chr1-35726425-35727484"
"831","chr1-35769586-35770321"
"832","chr1-35774417-35775316"
"833","chr1-35776709-35777692"
"834","chr1-35779449-35780339"
"835","chr1-35807767-35808642"
"836","chr1-35810810-35811707"
"837","chr1-35882701-35883574"
"838","chr1-35883909-35884475"
"839","chr1-35930688-35931588"
"840","chr1-35942675-35943457"
"841","chr1-36083870-36084683"
"842","chr1-36088434-36089336"
"843","chr1-36096639-36097442"
"844","chr1-36099384-36100268"
"845","chr1-3611198-3612102"
"846","chr1-3618753-3619670"
"847","chr1-3620903-3621796"
"848","chr1-3624500-3625390"
"849","chr1-3649625-3650513"
"850","chr1-3652036-3652953"
"851","chr1-3695338-3696232"
"852","chr1-3724077-3724983"
"853","chr1-38801099-38801918"
"854","chr1-38817822-38818726"
"855","chr1-38835027-38835894"
"856","chr1-38859368-38860254"
"857","chr1-38872958-38873856"
"858","chr1-38941221-38942294"
"859","chr1-38963882-38964989"
"860","chr1-40067294-40068247"
"861","chr1-40078255-40079162"
"862","chr1-40084447-40085452"
"863","chr1-40096841-40097736"
"864","chr1-40132657-40133551"
"865","chr1-40143611-40144614"
"866","chr1-40152796-40153778"
"867","chr1-40160921-40161800"
"868","chr1-40185461-40186289"
"869","chr1-40186493-40187250"
"870","chr1-40232177-40233260"
"871","chr1-40241501-40242389"
"872","chr1-40257614-40258508"
"873","chr1-42447923-42448897"
"874","chr1-42456046-42456949"
